disease_Gene,Cell type,P-value,Disease
TNF,dendritic cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
TNFAIP8L3,dendritic cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
TNFRSF10B,neutrophil,0.002543665,Non_Small_Cell_Lung_Carcinoma
TNFRSF10C,neutrophil,0.003390086,Non_Small_Cell_Lung_Carcinoma
TNFRSF10D,neutrophil,0.004235774,Non_Small_Cell_Lung_Carcinoma
TNFRSF12A,neutrophil,0.004235918,Non_Small_Cell_Lung_Carcinoma
TNFSF14,b cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
TNFSF9,b cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
TOPBP1,respiratory goblet cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
TP53,vascular associated smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
TP63,basal cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
TPX2,pericyte cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
TRAF2,plasmacytoid dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
TRIM24,pulmonary ionocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
TSPAN33,dendritic cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
TSPAN33,non-classical monocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
UBE2I,basophil,2.12E-06,Non_Small_Cell_Lung_Carcinoma
USF1,type i pneumocyte,0.005081075,Non_Small_Cell_Lung_Carcinoma
USP1,type i pneumocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
USP28,nk cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
USP49,type ii pneumocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
VWF,vein endothelial cell,0.001696482,Non_Small_Cell_Lung_Carcinoma
WNK2,respiratory goblet cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
WNT7A,type i pneumocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
WRAP53,vascular associated smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
YWHAG,type i pneumocyte,0.004235918,Non_Small_Cell_Lung_Carcinoma
YWHAG,club cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
YWHAG,mesothelial cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
ZFHX3,mesothelial cell,0.005925156,Non_Small_Cell_Lung_Carcinoma
ZNRF2,plasmacytoid dendritic cell,0.003390029,Non_Small_Cell_Lung_Carcinoma
CD38,fibroblast of cardiac tissue,0.005925257,Osteogenesis_Imperfecta
EFEMP2,macrophage,0.018506614,Osteogenesis_Imperfecta
SLC6A2,fibroblast of cardiac tissue,0.002543708,Osteogenesis_Imperfecta
TNXB,cardiac endothelial cell,0.000244377,Osteogenesis_Imperfecta
AGER,dendritic cell,0.002543708,Pneumonitis
AGT,bronchial smooth muscle cell,0.002543665,Pneumonitis
AGT,vascular associated smooth muscle cell,0.002543665,Pneumonitis
AIM2,dendritic cell,0.005080989,Pneumonitis
AIM2,b cell,0.005080989,Pneumonitis
AIM2,vein endothelial cell,0.005080989,Pneumonitis
AIM2,lung microvascular endothelial cell,0.005080989,Pneumonitis
ALOX12,classical monocyte,0.002543665,Pneumonitis
ANGPT1,alveolar fibroblast,0.000848608,Pneumonitis
ARG1,neutrophil,0.001696511,Pneumonitis
BMP6,plasma cell,0.000848608,Pneumonitis
BPIFA1,respiratory goblet cell,0.000848608,Pneumonitis
BPIFB1,respiratory goblet cell,0.000848608,Pneumonitis
CARD10,classical monocyte,0.001696511,Pneumonitis
CARD10,dendritic cell,0.001696511,Pneumonitis
CCL18,cd4-positive alpha-beta t cell,0.005080903,Pneumonitis
CCL18,cd8-positive alpha-beta t cell,1.06E-05,Pneumonitis
CCL18,bronchial vessel endothelial cell,0.005080903,Pneumonitis
CCL18,vein endothelial cell,1.06E-05,Pneumonitis
CCL18,lung microvascular endothelial cell,0.005080903,Pneumonitis
CCL3,cd4-positive alpha-beta t cell,0.005080903,Pneumonitis
CCL3,cd8-positive alpha-beta t cell,1.06E-05,Pneumonitis
CCL3,bronchial vessel endothelial cell,0.005080903,Pneumonitis
CCL3,vein endothelial cell,1.06E-05,Pneumonitis
CCL3,lung microvascular endothelial cell,0.005080903,Pneumonitis
CCL4,cd4-positive alpha-beta t cell,0.004235846,Pneumonitis
CCL4,cd8-positive alpha-beta t cell,7.05E-06,Pneumonitis
CCL4,vein endothelial cell,0.004235846,Pneumonitis
CCL5,bronchial vessel endothelial cell,0.003390201,Pneumonitis
CCL5,vein endothelial cell,4.23E-06,Pneumonitis
CCL5,lung microvascular endothelial cell,0.003390201,Pneumonitis
CD5L,nk cell,0.001696511,Pneumonitis
CD5L,macrophage,0.001696511,Pneumonitis
CEACAM5,neutrophil,0.003390201,Pneumonitis
CEACAM5,macrophage,0.003390201,Pneumonitis
CHI3L1,macrophage,0.002543708,Pneumonitis
CHIA,type ii pneumocyte,0.002543708,Pneumonitis
CRISP2,serous cell of epithelium of bronchus,0.002543708,Pneumonitis
CRP,nk cell,0.003390201,Pneumonitis
CRP,dendritic cell,0.003390201,Pneumonitis
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Pneumonitis
CTLA4,cd4-positive alpha-beta t cell,2.12E-06,Pneumonitis
CTLA4,cd8-positive alpha-beta t cell,0.002543708,Pneumonitis
CTLA4,"cd4-positive, alpha-beta t cell",0.002543708,Pneumonitis
CYP2A13,macrophage,0.00423599,Pneumonitis
EPG5,capillary aerocyte,0.002543708,Pneumonitis
FABP4,macrophage,0.004235918,Pneumonitis
FCGR2B,dendritic cell,0.001696511,Pneumonitis
FCGR3A,dendritic cell,0.001696511,Pneumonitis
FCGR3B,dendritic cell,0.001696511,Pneumonitis
FXYD5,b cell,0.00423599,Pneumonitis
GHRHR,plasmacytoid dendritic cell,0.003390143,Pneumonitis
GSTM1,alveolar fibroblast,0.002543708,Pneumonitis
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Pneumonitis
HP,mesothelial cell,0.002543708,Pneumonitis
HSPA1A,dendritic cell,0.003390201,Pneumonitis
HSPA1B,dendritic cell,0.003390201,Pneumonitis
HSPB1,type i pneumocyte,0.003390201,Pneumonitis
HSPB1,club cell,0.003390201,Pneumonitis
HSPB1,mesothelial cell,0.003390201,Pneumonitis
ICOS,cd4-positive alpha-beta t cell,0.000848608,Pneumonitis
ICOS,cd8-positive alpha-beta t cell,0.000848608,Pneumonitis
ICOS,"cd4-positive, alpha-beta t cell",0.000848608,Pneumonitis
IFNG,plasma cell,0.001696511,Pneumonitis
IL11,lung ciliated cell,0.002543708,Pneumonitis
IL1R1,capillary aerocyte,0.002543665,Pneumonitis
IL27RA,club cell,0.003390143,Pneumonitis
IRF4,cd4-positive alpha-beta t cell,0.003390143,Pneumonitis
IRF4,cd8-positive alpha-beta t cell,0.003390143,Pneumonitis
IRF4,dendritic cell,0.003390143,Pneumonitis
IRF9,mesothelial cell,0.004235846,Pneumonitis
ISYNA1,non-classical monocyte,0.003390201,Pneumonitis
JTB,serous cell of epithelium of bronchus,0.004235918,Pneumonitis
MCAM,adventitial cell,0.002543708,Pneumonitis
MMP28,vascular associated smooth muscle cell,0.002543665,Pneumonitis
MMP3,basal cell,0.003390201,Pneumonitis
MMP8,basal cell,0.004235918,Pneumonitis
MUC5AC,respiratory goblet cell,0.006768679,Pneumonitis
NINJ1,respiratory goblet cell,0.003390201,Pneumonitis
OAS3,neutrophil,0.000848608,Pneumonitis
OR10A4,plasma cell,0.001696511,Pneumonitis
PLA2G4A,mesothelial cell,0.004235774,Pneumonitis
PLA2G4A,fibroblast,0.004235774,Pneumonitis
PLCL1,vein endothelial cell,0.000848608,Pneumonitis
POSTN,smooth muscle cell,0.000848608,Pneumonitis
PTGDR2,type i pneumocyte,0.001696511,Pneumonitis
PTGDR2,club cell,0.001696511,Pneumonitis
PTGDS,plasmacytoid dendritic cell,0.004235918,Pneumonitis
PTGER4,vein endothelial cell,0.002543708,Pneumonitis
PTGS1,basophil,0.001696511,Pneumonitis
PTGS2,mesothelial cell,0.003390029,Pneumonitis
PTGS2,fibroblast,0.003390029,Pneumonitis
RPS19,neutrophil,0.000848608,Pneumonitis
S100A12,classical monocyte,0.001696511,Pneumonitis
S100A9,classical monocyte,0.001696511,Pneumonitis
SCGB3A2,club cell,0.002543708,Pneumonitis
SFTPB,nk cell,0.001696511,Pneumonitis
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Pneumonitis
TLR2,adventitial cell,0.002543708,Pneumonitis
TNF,dendritic cell,0.00423599,Pneumonitis
TNFSF14,b cell,0.002543708,Pneumonitis
TP53,vascular associated smooth muscle cell,0.000848608,Pneumonitis
TPX2,pericyte cell,0.001696511,Pneumonitis
VWF,vein endothelial cell,0.001696482,Pneumonitis
APOBEC3G,nk cell,0.001696511,Polyendocrinopathies
APOBEC3G,"naive thymus-derived cd8-positive, alpha-beta t cell",0.001696511,Polyendocrinopathies
F5,regulatory t cell,0.001696511,Polyendocrinopathies
HLA-DMA,cd1c-positive myeloid dendritic cell,0.000848608,Polyendocrinopathies
HLA-DQA1,cd1c-positive myeloid dendritic cell,0.001696511,Polyendocrinopathies
HLA-DRB1,cd1c-positive myeloid dendritic cell,0.001696511,Polyendocrinopathies
HMGB1,"naive thymus-derived cd8-positive, alpha-beta t cell",0.003390201,Polyendocrinopathies
MFAP1,epithelial cell,0.001696511,Polyendocrinopathies
MTHFR,langerhans cell,0.002543665,Polyendocrinopathies
MUC15,epithelial cell,0.000848608,Polyendocrinopathies
PTGS1,mast cell,0.002543665,Polyendocrinopathies
SERPINB2,cd141-positive myeloid dendritic cell,0.003390143,Polyendocrinopathies
SERPINB2,langerhans cell,0.003390143,Polyendocrinopathies
TLR2,macrophage,0.000848608,Polyendocrinopathies
TNFSF13B,cd1c-positive myeloid dendritic cell,0.001696511,Polyendocrinopathies
ABCC8,vein endothelial cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
ADAM28,non-classical monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
ADCYAP1,basophil,0.002543622,Primary_Malignant_Neoplasm_Of_Lung
ADRA2B,club cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
AFAP1,adventitial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
AGER,dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
AGT,bronchial smooth muscle cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
AGT,vascular associated smooth muscle cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
AGTR1,pericyte cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
AKR1C1,club cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
AKR1C3,club cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
ALDH1A1,fibroblast,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
ANGPT1,alveolar fibroblast,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
ANTXR1,type ii pneumocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
ANXA1,fibroblast,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
APCS,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
APCS,vein endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
APCS,lung microvascular endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
APOBEC3A,classical monocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
APOBEC3B,classical monocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,type i pneumocyte,0.005925457,Primary_Malignant_Neoplasm_Of_Lung
ARHGDIB,club cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
ARHGEF11,capillary aerocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
BAG6,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
BCL2L1,endothelial cell of lymphatic vessel,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
BCL2L1,pericyte cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
BMP6,plasma cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
BPIFA1,respiratory goblet cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
BPIFB1,respiratory goblet cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
BRD2,dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
BRSK1,lung ciliated cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
BTG2,macrophage,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CA9,vein endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CARD10,classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CARD10,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CARM1,classical monocyte,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CARM1,non-classical monocyte,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CARM1,intermediate monocyte,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CC2D1A,club cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CCBE1,alveolar fibroblast,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CCL18,cd4-positive alpha-beta t cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL18,cd8-positive alpha-beta t cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
CCL18,bronchial vessel endothelial cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL18,vein endothelial cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
CCL18,lung microvascular endothelial cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL3,cd4-positive alpha-beta t cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL3,cd8-positive alpha-beta t cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
CCL3,bronchial vessel endothelial cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL3,vein endothelial cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
CCL3,lung microvascular endothelial cell,0.005080903,Primary_Malignant_Neoplasm_Of_Lung
CCL4,cd4-positive alpha-beta t cell,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
CCL4,cd8-positive alpha-beta t cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
CCL4,vein endothelial cell,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
CCL4L1,cd4-positive alpha-beta t cell,0.003390086,Primary_Malignant_Neoplasm_Of_Lung
CCL4L1,cd8-positive alpha-beta t cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
CCL4L2,cd8-positive alpha-beta t cell,0.002543622,Primary_Malignant_Neoplasm_Of_Lung
CCL5,bronchial vessel endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CCL5,vein endothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
CCL5,lung microvascular endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CCND3,type ii pneumocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
CCRL2,serous cell of epithelium of bronchus,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
CD1D,dendritic cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CD22,b cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CD33,club cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
CD38,nk cell,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
CD38,"cd8-positive, alpha-beta t cell",0.004235846,Primary_Malignant_Neoplasm_Of_Lung
CD68,vascular associated smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CD70,b cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CD79A,neutrophil,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CDC45,capillary aerocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
CDKN1A,basophil,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CDX2,classical monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CDX2,intermediate monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CEACAM3,neutrophil,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CEACAM5,neutrophil,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CEACAM5,macrophage,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CEACAM6,neutrophil,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CEACAM7,macrophage,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CEP55,macrophage,7.06E-07,Primary_Malignant_Neoplasm_Of_Lung
CHI3L1,macrophage,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CLDN5,capillary aerocyte,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
CNOT6,adventitial cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CNOT6,capillary aerocyte,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CNOT6,endothelial cell of lymphatic vessel,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
COL18A1,smooth muscle cell,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
CPSF4,capillary aerocyte,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
CRABP2,plasmacytoid dendritic cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
CRISP2,serous cell of epithelium of bronchus,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CRLS1,type i pneumocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CRMP1,capillary aerocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
CRP,nk cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CRP,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CRTAP,bronchial smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
CRTC2,serous cell of epithelium of bronchus,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
CSNK2B,dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CTCFL,mesothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,cd4-positive alpha-beta t cell,2.12E-06,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,cd8-positive alpha-beta t cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,"cd4-positive, alpha-beta t cell",0.002543708,Primary_Malignant_Neoplasm_Of_Lung
CUL5,pericyte cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CYP19A1,dendritic cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
CYP2A13,macrophage,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
CYP2F1,macrophage,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
CYP3A4,capillary aerocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
CYP3A5,capillary aerocyte,0.005925357,Primary_Malignant_Neoplasm_Of_Lung
CYP3A7,capillary aerocyte,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
DAPK2,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
DCSTAMP,macrophage,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
DDOST,classical monocyte,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
DKK3,alveolar fibroblast,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
DNAJB1,vascular associated smooth muscle cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
DNAJB1,fibroblast,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
DNAJB4,endothelial cell of artery,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
DSPP,club cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
DUSP2,club cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
DUSP22,cd4-positive alpha-beta t cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
DUSP22,cd8-positive alpha-beta t cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
DUSP22,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
EHD1,endothelial cell of artery,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
ELOVL6,alveolar fibroblast,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
ELOVL6,fibroblast,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
ERCC2,bronchial vessel endothelial cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
ERCC2,vein endothelial cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
EYA4,pericyte cell,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
F11R,type i pneumocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
F13A1,lung microvascular endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
FABP4,macrophage,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
FAM107A,respiratory goblet cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
FCN2,classical monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
FCN2,intermediate monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
FERMT1,type i pneumocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
FGA,type ii pneumocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
FKBPL,dendritic cell,0.005081075,Primary_Malignant_Neoplasm_Of_Lung
FKBPL,capillary endothelial cell,0.005081075,Primary_Malignant_Neoplasm_Of_Lung
FLT3,classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
FLT3,intermediate monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
FLT4,capillary aerocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
FLT4,endothelial cell of lymphatic vessel,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
FOXO6,capillary aerocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
FUT7,plasmacytoid dendritic cell,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
FXYD3,b cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
FXYD5,b cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
GATAD2B,serous cell of epithelium of bronchus,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
GDF1,smooth muscle cell,0.007611987,Primary_Malignant_Neoplasm_Of_Lung
GIPC1,vascular associated smooth muscle cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
GIPC1,fibroblast,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
GJB4,basal cell,2.12E-06,Primary_Malignant_Neoplasm_Of_Lung
GLB1,bronchial smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
GPR42,b cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
GRP,vascular associated smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
GSTM1,alveolar fibroblast,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
GSTM2,alveolar fibroblast,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
GSTM3,alveolar fibroblast,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
GSTM4,alveolar fibroblast,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Primary_Malignant_Neoplasm_Of_Lung
HAMP,b cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
HCFC1R1,neutrophil,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
HDGF,capillary aerocyte,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
HDGF,plasmacytoid dendritic cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
HLA-DQA1,dendritic cell,2.12E-06,Primary_Malignant_Neoplasm_Of_Lung
HLA-DRB1,dendritic cell,2.12E-06,Primary_Malignant_Neoplasm_Of_Lung
HLTF,basophil,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
HM13,endothelial cell of lymphatic vessel,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
HM13,pericyte cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
HP,mesothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
HPR,mesothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
HSP90AB1,basal cell,0.005081075,Primary_Malignant_Neoplasm_Of_Lung
HSPA1A,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPA1B,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPA1L,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPB1,type i pneumocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPB1,club cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPB1,mesothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
HSPD1,vein endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
HTRA3,adventitial cell,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
ID1,endothelial cell of lymphatic vessel,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
ID1,pericyte cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
IFNG,plasma cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
IL18R1,capillary aerocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
IL1RL1,capillary aerocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
IL23R,lung ciliated cell,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
IL32,neutrophil,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
INSRR,capillary aerocyte,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
IQGAP3,plasmacytoid dendritic cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
IST1,mesothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
ISYNA1,non-classical monocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
ITGA7,smooth muscle cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
ITGA7,bronchial smooth muscle cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
ITGA7,vascular associated smooth muscle cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
ITPKA,capillary endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
ITPKA,capillary aerocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
JTB,serous cell of epithelium of bronchus,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
KCNH1,pulmonary ionocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
KLF11,club cell,0.003390086,Primary_Malignant_Neoplasm_Of_Lung
KLK11,club cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK11,mesothelial cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK12,club cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK12,mesothelial cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK13,club cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
KLK13,mesothelial cell,1.06E-05,Primary_Malignant_Neoplasm_Of_Lung
KLK2,mesothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK4,mesothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK5,club cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
