disease_Gene,Cell type,P-value,Disease
CD36,Fibroblast,0.001392426,Polyendocrinopathies
CD36,Cancer cell,0.000441599,Polyendocrinopathies
EPO,Fibroblast,0.022053224,Polyendocrinopathies
SERPINE1,Fibroblast,0.012463528,Polyendocrinopathies
IRF5,Normal cell,3.89E-07,Polyendocrinopathies
VIM,Fibroblast,0.002782961,Polyendocrinopathies
ENTPD1,T cell,0.002748743,Polyendocrinopathies
ENTPD1,CD8+ T cell,0.001426061,Polyendocrinopathies
ENTPD1,Tumor-infiltrating CD8+ T cell,0.000203827,Polyendocrinopathies
ENTPD1,Exausted T(Tex) cell,0.000713243,Polyendocrinopathies
ENTPD1,Memory T cell,0.0008151,Polyendocrinopathies
ITGAM,Immune cell,0.001426097,Polyendocrinopathies
ITGAM,Monocyte,3.71E-05,Polyendocrinopathies
ITGAM,B cell,0.009941419,Polyendocrinopathies
ITGAM,Dendritic cell,0.012294546,Polyendocrinopathies
ITGAM,CD4+ T cell,0.011824386,Polyendocrinopathies
ITGAM,T helper(Th) cell,0.006638361,Polyendocrinopathies
ITGAM,Myeloid cell,0.007110901,Polyendocrinopathies
DVL1,Regulatory T(Treg) cell,0.00484753,Primary_Malignant_Neoplasm_Of_Lung
DVL1,Systemic–venous endothelial cell,0.000373686,Primary_Malignant_Neoplasm_Of_Lung
ISG15,SLC16A7+ cell,0.03945626,Primary_Malignant_Neoplasm_Of_Lung
SDF4,T cell,0.027688918,Primary_Malignant_Neoplasm_Of_Lung
SDF4,Regulatory T(Treg) cell,1.70E-05,Primary_Malignant_Neoplasm_Of_Lung
SDF4,T follicular helper(Tfh) cell,0.001900995,Primary_Malignant_Neoplasm_Of_Lung
PRKCZ,T cell,0.01295065,Primary_Malignant_Neoplasm_Of_Lung
PRKCZ,Regulatory T(Treg) cell,0.002866932,Primary_Malignant_Neoplasm_Of_Lung
PRKCZ,T follicular helper(Tfh) cell,0.000882942,Primary_Malignant_Neoplasm_Of_Lung
ACOT7,SLC16A7+ cell,0.003800442,Primary_Malignant_Neoplasm_Of_Lung
PER3,Dendritic cell,0.003510732,Primary_Malignant_Neoplasm_Of_Lung
PER3,Regulatory T(Treg) cell,0.001985675,Primary_Malignant_Neoplasm_Of_Lung
PER3,Tumor-infiltrating regulatory T cell,0.000916901,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF9,Dendritic cell,0.003510673,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF9,Regulatory T(Treg) cell,0.001985642,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF9,Tumor-infiltrating regulatory T cell,0.000916886,Primary_Malignant_Neoplasm_Of_Lung
PARK7,Dendritic cell,0.003510673,Primary_Malignant_Neoplasm_Of_Lung
PARK7,Regulatory T(Treg) cell,0.001985642,Primary_Malignant_Neoplasm_Of_Lung
PARK7,Tumor-infiltrating regulatory T cell,0.000916886,Primary_Malignant_Neoplasm_Of_Lung
ERRFI1,Dendritic cell,0.001561863,Primary_Malignant_Neoplasm_Of_Lung
ERRFI1,Regulatory T(Treg) cell,0.000883017,Primary_Malignant_Neoplasm_Of_Lung
ERRFI1,Tumor-infiltrating regulatory T cell,0.000407619,Primary_Malignant_Neoplasm_Of_Lung
ENO1,FOXN4+ cell,0.005492164,Primary_Malignant_Neoplasm_Of_Lung
CTNNBIP1,SLC16A7+ cell,0.007771926,Primary_Malignant_Neoplasm_Of_Lung
PGD,SLC16A7+ cell,0.000603243,Primary_Malignant_Neoplasm_Of_Lung
CASZ1,SLC16A7+ cell,0.000258969,Primary_Malignant_Neoplasm_Of_Lung
FBXO6,SLC16A7+ cell,0.010226499,Primary_Malignant_Neoplasm_Of_Lung
MAD2L2,SLC16A7+ cell,0.010226499,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Epithelial cell,0.002817809,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Endothelial cell,0.001630033,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Idiopathic pulmonary fibrosis cell,0.000509537,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Alveolar cell Type 1,0.00016986,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Lymphocyte,0.000713315,Primary_Malignant_Neoplasm_Of_Lung
PDPN,Alveolar epithelial cell Type 1,0.000101918,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Epithelial cell,0.001409886,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Endothelial cell,0.000815342,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Idiopathic pulmonary fibrosis cell,0.000254799,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Alveolar cell Type 1,8.49E-05,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Lymphocyte,0.000356718,Primary_Malignant_Neoplasm_Of_Lung
PRDM2,Alveolar epithelial cell Type 1,5.10E-05,Primary_Malignant_Neoplasm_Of_Lung
CASP9,Ionocyte cell,0.04069969,Primary_Malignant_Neoplasm_Of_Lung
EPHA2,Ionocyte cell,0.00268584,Primary_Malignant_Neoplasm_Of_Lung
MUL1,Ionocyte cell,0.030683271,Primary_Malignant_Neoplasm_Of_Lung
PINK1,Ionocyte cell,0.040701048,Primary_Malignant_Neoplasm_Of_Lung
DDOST,Ionocyte cell,0.040701048,Primary_Malignant_Neoplasm_Of_Lung
EPHB2,Macrophage,0.007822514,Primary_Malignant_Neoplasm_Of_Lung
EPHB2,Alveolar macrophage,0.001426085,Primary_Malignant_Neoplasm_Of_Lung
ASAP3,Macrophage,0.007822514,Primary_Malignant_Neoplasm_Of_Lung
ASAP3,Alveolar macrophage,0.001426085,Primary_Malignant_Neoplasm_Of_Lung
E2F2,Macrophage,0.009120382,Primary_Malignant_Neoplasm_Of_Lung
E2F2,Alveolar macrophage,0.001663582,Primary_Malignant_Neoplasm_Of_Lung
LIN28A,Basal cell,0.020796125,Primary_Malignant_Neoplasm_Of_Lung
LIN28A,Pre-exhausted CD8+ T cell,0.000407633,Primary_Malignant_Neoplasm_Of_Lung
LIN28A,Memory CD8+ T cell,0.001426049,Primary_Malignant_Neoplasm_Of_Lung
DHDDS,Basal cell,0.020796125,Primary_Malignant_Neoplasm_Of_Lung
DHDDS,Pre-exhausted CD8+ T cell,0.000407633,Primary_Malignant_Neoplasm_Of_Lung
DHDDS,Memory CD8+ T cell,0.001426049,Primary_Malignant_Neoplasm_Of_Lung
RPS6KA1,Basal cell,0.013912116,Primary_Malignant_Neoplasm_Of_Lung
SFN,Basal cell,0.013912116,Primary_Malignant_Neoplasm_Of_Lung
SFN,Pre-exhausted CD8+ T cell,0.000271765,Primary_Malignant_Neoplasm_Of_Lung
SFN,Memory CD8+ T cell,0.000950893,Primary_Malignant_Neoplasm_Of_Lung
NR0B2,Basal cell,0.013912116,Primary_Malignant_Neoplasm_Of_Lung
NR0B2,Pre-exhausted CD8+ T cell,0.000271765,Primary_Malignant_Neoplasm_Of_Lung
NR0B2,Memory CD8+ T cell,0.000950893,Primary_Malignant_Neoplasm_Of_Lung
SESN2,SLC16A7+ cell,0.012975581,Primary_Malignant_Neoplasm_Of_Lung
YTHDF2,SLC16A7+ cell,0.016007744,Primary_Malignant_Neoplasm_Of_Lung
GJB4,Endothelial cell,0.004882215,Primary_Malignant_Neoplasm_Of_Lung
GJB4,Basal cell,0.010452162,Primary_Malignant_Neoplasm_Of_Lung
RSPO1,Neuroendocrine cell,0.01261829,Primary_Malignant_Neoplasm_Of_Lung
RSPO1,Brush cell (Tuft cell),0.012315907,Primary_Malignant_Neoplasm_Of_Lung
CDCA8,Neuroendocrine cell,0.01261829,Primary_Malignant_Neoplasm_Of_Lung
CDCA8,Brush cell (Tuft cell),0.012315907,Primary_Malignant_Neoplasm_Of_Lung
POU3F1,Neuroendocrine cell,0.00982789,Primary_Malignant_Neoplasm_Of_Lung
POU3F1,Brush cell (Tuft cell),0.009592051,Primary_Malignant_Neoplasm_Of_Lung
TRIT1,FOXN4+ cell,0.008227203,Primary_Malignant_Neoplasm_Of_Lung
TRIT1,B-2 cell,0.000407619,Primary_Malignant_Neoplasm_Of_Lung
MYCL,FOXN4+ cell,0.008227203,Primary_Malignant_Neoplasm_Of_Lung
MYCL,B-2 cell,0.000407619,Primary_Malignant_Neoplasm_Of_Lung
MFSD2A,FOXN4+ cell,0.009591889,Primary_Malignant_Neoplasm_Of_Lung
MFSD2A,B-2 cell,0.000475543,Primary_Malignant_Neoplasm_Of_Lung
YBX1,Ciliated cell,0.031069463,Primary_Malignant_Neoplasm_Of_Lung
SLC2A1,Ciliated cell,0.000963937,Primary_Malignant_Neoplasm_Of_Lung
EBNA1BP2,Ciliated cell,0.031069983,Primary_Malignant_Neoplasm_Of_Lung
EBNA1BP2,Pan-endothelial cell,0.00244368,Primary_Malignant_Neoplasm_Of_Lung
TMEM125,Ciliated cell,0.020821741,Primary_Malignant_Neoplasm_Of_Lung
TMEM125,Pan-endothelial cell,0.001629756,Primary_Malignant_Neoplasm_Of_Lung
CDC20,Pan-endothelial cell,0.000815197,Primary_Malignant_Neoplasm_Of_Lung
MED8,Pan-endothelial cell,0.000815197,Primary_Malignant_Neoplasm_Of_Lung
KDM4A,Pan-endothelial cell,0.000815197,Primary_Malignant_Neoplasm_Of_Lung
ARTN,Pan-endothelial cell,0.002850354,Primary_Malignant_Neoplasm_Of_Lung
MUTYH,Ciliated cell,0.046242228,Primary_Malignant_Neoplasm_Of_Lung
PDZK1IP1,Secretory cell,0.012618077,Primary_Malignant_Neoplasm_Of_Lung
PDZK1IP1,FOXN4+ cell,0.012315699,Primary_Malignant_Neoplasm_Of_Lung
PDZK1IP1,Ciliated cell,0.046241459,Primary_Malignant_Neoplasm_Of_Lung
SLC1A7,SLC16A7+ cell,0.005625181,Primary_Malignant_Neoplasm_Of_Lung
LRRC42,SLC16A7+ cell,0.003800315,Primary_Malignant_Neoplasm_Of_Lung
DHCR24,Ionocyte cell,0.000264736,Primary_Malignant_Neoplasm_Of_Lung
PCSK9,Ionocyte cell,0.000395744,Primary_Malignant_Neoplasm_Of_Lung
USP24,Ionocyte cell,0.000395744,Primary_Malignant_Neoplasm_Of_Lung
USP1,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
ROR1,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
CLCA2,Ionocyte cell,0.015460767,Primary_Malignant_Neoplasm_Of_Lung
SORT1,CD8+ T cell,0.005338428,Primary_Malignant_Neoplasm_Of_Lung
GSTM2,CD8+ T cell,0.005338337,Primary_Malignant_Neoplasm_Of_Lung
GSTM4,CD8+ T cell,0.004746639,Primary_Malignant_Neoplasm_Of_Lung
GSTM1,CD8+ T cell,0.005338337,Primary_Malignant_Neoplasm_Of_Lung
GSTM3,CD8+ T cell,0.005338337,Primary_Malignant_Neoplasm_Of_Lung
DENND2D,Ciliated cell,0.031069983,Primary_Malignant_Neoplasm_Of_Lung
DENND2D,Eomesodermin homolog(EOMES)+ regulatory T cell type 1,0.000101919,Primary_Malignant_Neoplasm_Of_Lung
WDR77,M2 macrophage,0.006334882,Primary_Malignant_Neoplasm_Of_Lung
ADORA3,M2 macrophage,0.006908845,Primary_Malignant_Neoplasm_Of_Lung
RAP1A,M2 macrophage,0.006908728,Primary_Malignant_Neoplasm_Of_Lung
RAP1A,Eomesodermin homolog(EOMES)+ regulatory T cell type 1,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
AP4B1,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
MCL1,Lymphangioleiomyomatosis cell(LAMcore),0.002019687,Primary_Malignant_Neoplasm_Of_Lung
RORC,Basal cell,0.022509678,Primary_Malignant_Neoplasm_Of_Lung
THEM4,Basal cell,0.019079598,Primary_Malignant_Neoplasm_Of_Lung
S100A11,Basal cell,0.01736009,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Monocyte,0.00208793,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Fibroblast,0.002189706,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Secretory cell,0.004223698,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Mesenchymal cell,0.001069791,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Cancer-associated fibroblast,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Immune cell,0.001629853,Primary_Malignant_Neoplasm_Of_Lung
S100A9,Granulocyte,0.000101918,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Monocyte,0.00208793,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Fibroblast,0.002189706,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Secretory cell,0.004223698,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Mesenchymal cell,0.001069791,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Cancer-associated fibroblast,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Immune cell,0.001629853,Primary_Malignant_Neoplasm_Of_Lung
S100A8,Granulocyte,0.000101918,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Monocyte,0.002782961,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Fibroblast,0.002918567,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Secretory cell,0.005627677,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Mesenchymal cell,0.001426146,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Cancer-associated fibroblast,0.000271765,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Immune cell,0.002172565,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,Granulocyte,0.000135889,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Monocyte,0.00208793,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Fibroblast,0.002189706,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Mesenchymal cell,0.001069791,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Cancer-associated fibroblast,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Immune cell,0.001629853,Primary_Malignant_Neoplasm_Of_Lung
S100A7,Granulocyte,0.000101918,Primary_Malignant_Neoplasm_Of_Lung
S100A6,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A6,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A6,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A6,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A6,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
S100A4,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A4,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A4,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A4,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A4,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
S100A3,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A3,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A3,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A3,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A3,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
S100A2,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A2,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A2,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A2,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A2,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
S100A14,Fibroblast,0.008005915,Primary_Malignant_Neoplasm_Of_Lung
S100A14,Basal cell,0.000165019,Primary_Malignant_Neoplasm_Of_Lung
S100A14,Mesenchymal cell,0.003917175,Primary_Malignant_Neoplasm_Of_Lung
S100A14,Cancer-associated fibroblast,0.000747206,Primary_Malignant_Neoplasm_Of_Lung
S100A14,Immune cell,0.005963456,Primary_Malignant_Neoplasm_Of_Lung
S100A13,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A13,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A13,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A13,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A13,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
S100A1,Fibroblast,0.008730614,Primary_Malignant_Neoplasm_Of_Lung
S100A1,Basal cell,0.000197796,Primary_Malignant_Neoplasm_Of_Lung
S100A1,Mesenchymal cell,0.004272556,Primary_Malignant_Neoplasm_Of_Lung
S100A1,Cancer-associated fibroblast,0.000815114,Primary_Malignant_Neoplasm_Of_Lung
S100A1,Immune cell,0.006503877,Primary_Malignant_Neoplasm_Of_Lung
NPR1,Basal cell,0.000165019,Primary_Malignant_Neoplasm_Of_Lung
SLC27A3,Basal cell,0.015637598,Primary_Malignant_Neoplasm_Of_Lung
IL6R,CD8+ T cell,0.00296922,Primary_Malignant_Neoplasm_Of_Lung
IL6R,Basal cell,0.008717826,Primary_Malignant_Neoplasm_Of_Lung
ADAR,Basal cell,0.010452162,Primary_Malignant_Neoplasm_Of_Lung
ADAM15,Neuroendocrine cell,0.015400661,Primary_Malignant_Neoplasm_Of_Lung
ADAM15,FOXN4+ cell,0.01503211,Primary_Malignant_Neoplasm_Of_Lung
ADAM15,Brush cell (Tuft cell),0.01503211,Primary_Malignant_Neoplasm_Of_Lung
EFNA3,Neuroendocrine cell,0.015400661,Primary_Malignant_Neoplasm_Of_Lung
EFNA3,FOXN4+ cell,0.01503211,Primary_Malignant_Neoplasm_Of_Lung
EFNA3,Brush cell (Tuft cell),0.01503211,Primary_Malignant_Neoplasm_Of_Lung
EFNA1,FOXN4+ cell,0.016387548,Primary_Malignant_Neoplasm_Of_Lung
MUC1,FOXN4+ cell,0.012315699,Primary_Malignant_Neoplasm_Of_Lung
PBXIP1,Neuroendocrine cell,0.01261829,Primary_Malignant_Neoplasm_Of_Lung
PBXIP1,FOXN4+ cell,0.012315907,Primary_Malignant_Neoplasm_Of_Lung
PBXIP1,Brush cell (Tuft cell),0.012315907,Primary_Malignant_Neoplasm_Of_Lung
SHC1,Neuroendocrine cell,0.014010575,Primary_Malignant_Neoplasm_Of_Lung
SHC1,FOXN4+ cell,0.013675059,Primary_Malignant_Neoplasm_Of_Lung
SHC1,Brush cell (Tuft cell),0.013675059,Primary_Malignant_Neoplasm_Of_Lung
CKS1B,Neuroendocrine cell,0.01261829,Primary_Malignant_Neoplasm_Of_Lung
CKS1B,FOXN4+ cell,0.012315907,Primary_Malignant_Neoplasm_Of_Lung
CKS1B,Brush cell (Tuft cell),0.012315907,Primary_Malignant_Neoplasm_Of_Lung
ASH1L,Neuroendocrine cell,0.018175803,Primary_Malignant_Neoplasm_Of_Lung
ASH1L,FOXN4+ cell,0.017741442,Primary_Malignant_Neoplasm_Of_Lung
ASH1L,Brush cell (Tuft cell),0.017741442,Primary_Malignant_Neoplasm_Of_Lung
IQGAP3,Mesenchymal stromal cell,0.0004246,Primary_Malignant_Neoplasm_Of_Lung
NES,Mesenchymal stromal cell,0.000594389,Primary_Malignant_Neoplasm_Of_Lung
CRABP2,Mesenchymal stromal cell,0.000509494,Primary_Malignant_Neoplasm_Of_Lung
HDGF,Mesenchymal stromal cell,0.000424592,Primary_Malignant_Neoplasm_Of_Lung
PRCC,Mesenchymal stromal cell,0.000339685,Primary_Malignant_Neoplasm_Of_Lung
NTRK1,Mesenchymal stromal cell,0.000339685,Primary_Malignant_Neoplasm_Of_Lung
INSRR,Mesenchymal stromal cell,0.000339685,Primary_Malignant_Neoplasm_Of_Lung
ARHGEF11,Mesenchymal stromal cell,0.000254773,Primary_Malignant_Neoplasm_Of_Lung
APCS,Myeloid dendritic cell,0.000950933,Primary_Malignant_Neoplasm_Of_Lung
APCS,Mast cell,0.002240401,Primary_Malignant_Neoplasm_Of_Lung
APCS,Langerhans cell,6.79E-05,Primary_Malignant_Neoplasm_Of_Lung
CRP,Myeloid dendritic cell,0.000950933,Primary_Malignant_Neoplasm_Of_Lung
CRP,Mast cell,0.002240401,Primary_Malignant_Neoplasm_Of_Lung
CRP,Langerhans cell,6.79E-05,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Macrophage,0.013003499,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Monocyte,0.006943006,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Dendritic cell,0.003900217,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Ciliated cell,0.001200706,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Mast cell,0.005591689,Primary_Malignant_Neoplasm_Of_Lung
SDHC,Natural killer T(NKT) cell,0.000679284,Primary_Malignant_Neoplasm_Of_Lung
F11R,Macrophage,0.011711092,Primary_Malignant_Neoplasm_Of_Lung
F11R,Monocyte,0.006251039,Primary_Malignant_Neoplasm_Of_Lung
F11R,Dendritic cell,0.00351097,Primary_Malignant_Neoplasm_Of_Lung
F11R,Ciliated cell,0.000963969,Primary_Malignant_Neoplasm_Of_Lung
F11R,Mast cell,0.005034058,Primary_Malignant_Neoplasm_Of_Lung
F11R,Natural killer T(NKT) cell,0.000611392,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Macrophage,0.014295116,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Monocyte,0.007634972,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Dendritic cell,0.004289583,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Ciliated cell,2.29E-05,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Mast cell,0.006149396,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP30,Natural killer T(NKT) cell,0.000747219,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Macrophage,0.010416573,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Monocyte,0.005558366,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Dendritic cell,0.003121446,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Ciliated cell,7.85E-06,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Mast cell,0.004475934,Primary_Malignant_Neoplasm_Of_Lung
NIT1,Natural killer T(NKT) cell,0.000543474,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Macrophage,0.013003499,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Monocyte,0.006943006,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Dendritic cell,0.003900217,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Ciliated cell,1.67E-05,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Mast cell,0.005591689,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,Natural killer T(NKT) cell,0.000679284,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Macrophage,0.013003499,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Monocyte,0.006943006,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Dendritic cell,0.003900217,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Ciliated cell,1.67E-05,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Mast cell,0.005591689,Primary_Malignant_Neoplasm_Of_Lung
NR1I3,Natural killer T(NKT) cell,0.000679284,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Endothelial cell,0.001630033,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Mesenchymal stromal cell,0.000169857,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Myofibroblast,0.000543501,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Pericyte,0.00016986,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Vascular smooth muscle cell(VSMC),0.000135889,Primary_Malignant_Neoplasm_Of_Lung
RGS5,Stromal cell,0.000611429,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Endothelial cell,0.001630033,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Mesenchymal stromal cell,0.000169857,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Myofibroblast,0.000543501,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Pericyte,0.00016986,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Vascular smooth muscle cell(VSMC),0.000135889,Primary_Malignant_Neoplasm_Of_Lung
NUF2,Stromal cell,0.000611429,Primary_Malignant_Neoplasm_Of_Lung
UCK2,Ciliated cell,0.010465281,Primary_Malignant_Neoplasm_Of_Lung
SELE,Macrophage,0.006522969,Primary_Malignant_Neoplasm_Of_Lung
SELE,Fibroblast,0.003646907,Primary_Malignant_Neoplasm_Of_Lung
SELE,Naive CD8+ T cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
SELE,Follicular B cell,0.001188536,Primary_Malignant_Neoplasm_Of_Lung
QSOX1,Ionocyte cell,0.015460767,Primary_Malignant_Neoplasm_Of_Lung
CFH,Secretory cell,0.004223698,Primary_Malignant_Neoplasm_Of_Lung
PKP1,Basal cell,0.008717826,Primary_Malignant_Neoplasm_Of_Lung
CHI3L1,Macrophage,0.009120382,Primary_Malignant_Neoplasm_Of_Lung
BTG2,Macrophage,0.005221744,Primary_Malignant_Neoplasm_Of_Lung
NFASC,SLC16A7+ cell,0.000150211,Primary_Malignant_Neoplasm_Of_Lung
MDM4,SLC16A7+ cell,0.039396025,Primary_Malignant_Neoplasm_Of_Lung
CD55,Macrophage,0.006522859,Primary_Malignant_Neoplasm_Of_Lung
CD55,Follicular B cell,0.001188515,Primary_Malignant_Neoplasm_Of_Lung
G0S2,Ionocyte cell,0.02563535,Primary_Malignant_Neoplasm_Of_Lung
IRF6,Ionocyte cell,0.025634919,Primary_Malignant_Neoplasm_Of_Lung
KCNH1,Ionocyte cell,0.010333834,Primary_Malignant_Neoplasm_Of_Lung
ATF3,Ionocyte cell,0.040699011,Primary_Malignant_Neoplasm_Of_Lung
TGFB2,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
ITPKB,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
ODC1,Ionocyte cell,0.010333834,Primary_Malignant_Neoplasm_Of_Lung
NOL10,Neuroendocrine cell,0.005627582,Primary_Malignant_Neoplasm_Of_Lung
NOL10,Ionocyte cell,0.020560881,Primary_Malignant_Neoplasm_Of_Lung
NOL10,Brush cell (Tuft cell),0.005492257,Primary_Malignant_Neoplasm_Of_Lung
GREB1,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
LPIN1,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
HADHA,Ciliated cell,0.025959296,Primary_Malignant_Neoplasm_Of_Lung
CAD,FOXN4+ cell,0.009592051,Primary_Malignant_Neoplasm_Of_Lung
UCN,FOXN4+ cell,0.009592051,Primary_Malignant_Neoplasm_Of_Lung
ALK,Cancer cell,0.001154744,Primary_Malignant_Neoplasm_Of_Lung
LRPPRC,Ciliated cell,0.015657175,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Epithelial cell,0.005627677,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Cancer cell,0.002308194,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Ionocyte cell,0.020560881,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Ciliated cell,0.02082139,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Mesenchymal cell,0.001426122,Primary_Malignant_Neoplasm_Of_Lung
